J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-04-19,2024-07-09,Tuesday,7510,7630,7400,7420,7520,1086884,8175613580,260,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7510,7630,7400,7420,7520
1403-04-20,2024-07-10,Wednesday,7530,7530,7170,7300,7290,902262,6577530550,151,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7530,7530,7170,7300,7290
1403-04-23,2024-07-13,Saturday,7260,7400,7160,7170,7270,395646,2875190550,115,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7260,7400,7160,7170,7270
1403-04-24,2024-07-14,Sunday,7220,7700,7220,7700,7670,3291318,25258998950,317,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7220,7700,7220,7700,7670
1403-04-27,2024-07-17,Wednesday,7800,8130,7670,8130,8070,5083113,40998855180,524,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7800,8130,7670,8130,8070
1403-05-01,2024-07-22,Monday,8210,8210,7800,7990,8060,1649808,13303101840,152,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8210,8210,7800,7990,8060
1403-05-02,2024-07-23,Tuesday,8030,8540,7970,8540,8330,3305793,27547120470,531,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8030,8540,7970,8540,8330
1403-05-03,2024-07-24,Wednesday,8750,8820,8310,8500,8700,5492060,47768006160,745,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8750,8820,8310,8500,8700
1403-05-06,2024-07-27,Saturday,8450,8650,8180,8280,8250,2069184,17066316010,392,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8450,8650,8180,8280,8250
1403-05-08,2024-07-29,Monday,8400,8470,7770,8000,8010,1608694,12888344650,391,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8400,8470,7770,8000,8010
1403-05-09,2024-07-30,Tuesday,8370,8370,7800,8170,8050,989290,7959935130,172,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8370,8370,7800,8170,8050
1403-05-10,2024-07-31,Wednesday,7570,7570,7570,7570,7570,722912,5472443840,75,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7570,7570,7570,7570,7570
1403-05-13,2024-08-03,Saturday,7120,7120,7120,7120,7120,147493,1050150160,29,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7120,7120,7120,7120,7120
