J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-06-18,2024-09-08,Sunday,12550,12550,12550,12550,12550,8699,109172450,2,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12295,12295,12295,12295,12295
1403-06-20,2024-09-10,Tuesday,12180,12180,12180,12180,12180,470000,5724600000,8,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11932,11932,11932,11932,11932
1403-06-21,2024-09-11,Wednesday,11820,11820,11820,11820,11820,35094,414811080,5,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11580,11580,11580,11580,11580
1403-06-24,2024-09-14,Saturday,11470,11800,11470,11590,11520,20949728,241334918300,749,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11237,11560,11237,11354,11286
1403-06-25,2024-09-15,Sunday,11620,11860,11510,11860,11790,4701680,55431629980,366,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11384,11619,11276,11619,11550
1403-06-26,2024-09-16,Monday,12060,12060,11440,11700,11640,1643767,19126425760,154,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11815,11815,11207,11462,11403
1403-06-27,2024-09-17,Tuesday,11500,11980,11360,11980,11740,2486014,29178465240,261,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11266,11736,11129,11736,11501
1403-06-28,2024-09-18,Wednesday,12050,12090,11950,12090,12090,1778007,21491222290,79,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11805,11844,11707,11844,11844
1403-07-01,2024-09-22,Sunday,12450,12450,12270,12450,12450,1675956,20865186200,177,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12197,12197,12021,12197,12197
1403-07-02,2024-09-23,Monday,12550,12820,12080,12740,12530,2177682,27277549070,245,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12295,12559,11834,12481,12275
1403-07-03,2024-09-24,Tuesday,12900,12900,12300,12860,12820,2654642,34022088880,154,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12638,12638,12050,12599,12559
1403-07-04,2024-09-25,Wednesday,13180,13190,12440,12520,12790,452356,5747420860,72,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12912,12922,12187,12265,12530
1403-07-07,2024-09-28,Saturday,12670,12670,12670,12670,12770,244000,3091480000,6,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12412,12412,12412,12412,12510
1403-07-08,2024-09-29,Sunday,12650,12650,12650,12650,12760,128870,1630205500,9,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12393,12393,12393,12393,12501
1403-07-09,2024-09-30,Monday,12640,12640,12640,12640,12740,215765,2727269600,8,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12383,12383,12383,12383,12481
1403-07-14,2024-10-05,Saturday,12620,12620,12620,12620,12700,549457,6934147340,11,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12363,12363,12363,12363,12442
1403-07-17,2024-10-08,Tuesday,12580,12580,12580,12580,12700,4000,50320000,1,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12324,12324,12324,12324,12442
1403-07-18,2024-10-09,Wednesday,12580,12580,12580,12580,12700,4723,59415340,1,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12324,12324,12324,12324,12442
